sample.id	pop	moeregion	subregion	fourclusters	threeclusters
R01-CR-CE-01	R01-CR-CE	R01	R01-CR	VanIsland	swBC
R01-CR-CE-02	R01-CR-CE	R01	R01-CR	VanIsland	swBC
R01-CR-CE-03	R01-CR-CE	R01	R01-CR	VanIsland	swBC
R01-CR-CE-04	R01-CR-CE	R01	R01-CR	VanIsland	swBC
R01-CR-CE-05	R01-CR-CE	R01	R01-CR	VanIsland	swBC
R01-CR-CE-06	R01-CR-CE	R01	R01-CR	VanIsland	swBC
R01-CR-CE-07	R01-CR-CE	R01	R01-CR	VanIsland	swBC
R01-CR-CE-08	R01-CR-CE	R01	R01-CR	VanIsland	swBC
R01-CR-CE-09	R01-CR-CE	R01	R01-CR	VanIsland	swBC
R01-CR-CE-10	R01-CR-CE	R01	R01-CR	VanIsland	swBC
R01-CR-CE-11	R01-CR-CE	R01	R01-CR	VanIsland	swBC
R01-CR-CE-12	R01-CR-CE	R01	R01-CR	VanIsland	swBC
R01-CR-CE-13	R01-CR-CE	R01	R01-CR	VanIsland	swBC
R01-CR-CE-14	R01-CR-CE	R01	R01-CR	VanIsland	swBC
R01-CR-CE-15	R01-CR-CE	R01	R01-CR	VanIsland	swBC
R01-CR-CE-16	R01-CR-CE	R01	R01-CR	VanIsland	swBC
R01-CR-CE-17	R01-CR-CE	R01	R01-CR	VanIsland	swBC
R01-CR-CE-18	R01-CR-CE	R01	R01-CR	VanIsland	swBC
R01-CR-CE-19	R01-CR-CE	R01	R01-CR	VanIsland	swBC
R01-CR-CE-20	R01-CR-CE	R01	R01-CR	VanIsland	swBC
R01-CR-CE-21	R01-CR-CE	R01	R01-CR	VanIsland	swBC
R01-CR-CE-22	R01-CR-CE	R01	R01-CR	VanIsland	swBC
R01-CR-CE-23	R01-CR-CE	R01	R01-CR	VanIsland	swBC
R01-CR-CE-24	R01-CR-CE	R01	R01-CR	VanIsland	swBC
R01-CR-CE-25	R01-CR-CE	R01	R01-CR	VanIsland	swBC
R01-CR-CE-26	R01-CR-CE	R01	R01-CR	VanIsland	swBC
R01-CR-CE-27	R01-CR-CE	R01	R01-CR	VanIsland	swBC
R01-CR-CE-28	R01-CR-CE	R01	R01-CR	VanIsland	swBC
R01-CR-CE-29	R01-CR-CE	R01	R01-CR	VanIsland	swBC
R01-CR-CE-30	R01-CR-CE	R01	R01-CR	VanIsland	swBC
R01-CR-RA-01	R01-CR-RA	R01	R01-CR	VanIsland	swBC
R01-CR-RA-02	R01-CR-RA	R01	R01-CR	VanIsland	swBC
R01-CR-RA-03	R01-CR-RA	R01	R01-CR	VanIsland	swBC
R01-CR-RA-04	R01-CR-RA	R01	R01-CR	VanIsland	swBC
R01-CR-RA-05	R01-CR-RA	R01	R01-CR	VanIsland	swBC
R01-CR-RA-06	R01-CR-RA	R01	R01-CR	VanIsland	swBC
R01-CR-RA-07	R01-CR-RA	R01	R01-CR	VanIsland	swBC
R01-CR-RA-08	R01-CR-RA	R01	R01-CR	VanIsland	swBC
R01-CR-RA-09	R01-CR-RA	R01	R01-CR	VanIsland	swBC
R01-CR-RA-10	R01-CR-RA	R01	R01-CR	VanIsland	swBC
R01-CR-RA-11	R01-CR-RA	R01	R01-CR	VanIsland	swBC
R01-CR-RA-12	R01-CR-RA	R01	R01-CR	VanIsland	swBC
R01-CR-RA-13	R01-CR-RA	R01	R01-CR	VanIsland	swBC
R01-CR-RA-14	R01-CR-RA	R01	R01-CR	VanIsland	swBC
R01-CR-RA-15	R01-CR-RA	R01	R01-CR	VanIsland	swBC
R01-CR-RA-16	R01-CR-RA	R01	R01-CR	VanIsland	swBC
R01-CR-RA-17	R01-CR-RA	R01	R01-CR	VanIsland	swBC
R01-CR-RA-18	R01-CR-RA	R01	R01-CR	VanIsland	swBC
R01-CR-RA-19	R01-CR-RA	R01	R01-CR	VanIsland	swBC
R01-CR-RA-20	R01-CR-RA	R01	R01-CR	VanIsland	swBC
R01-CR-RA-21	R01-CR-RA	R01	R01-CR	VanIsland	swBC
R01-CR-RA-22	R01-CR-RA	R01	R01-CR	VanIsland	swBC
R01-CR-RA-23	R01-CR-RA	R01	R01-CR	VanIsland	swBC
R01-CR-RA-24	R01-CR-RA	R01	R01-CR	VanIsland	swBC
R01-CR-RA-25	R01-CR-RA	R01	R01-CR	VanIsland	swBC
R01-CR-RA-26	R01-CR-RA	R01	R01-CR	VanIsland	swBC
R01-CR-RA-27	R01-CR-RA	R01	R01-CR	VanIsland	swBC
R01-CR-RA-28	R01-CR-RA	R01	R01-CR	VanIsland	swBC
R01-CR-RA-29	R01-CR-RA	R01	R01-CR	VanIsland	swBC
R01-CR-RA-30	R01-CR-RA	R01	R01-CR	VanIsland	swBC
R01-NI-CX-01	R01-NI-CX	R01	R01-NI	VanIsland	swBC
R01-NI-CX-02	R01-NI-CX	R01	R01-NI	VanIsland	swBC
R01-NI-CX-03	R01-NI-CX	R01	R01-NI	VanIsland	swBC
R01-NI-CX-04	R01-NI-CX	R01	R01-NI	VanIsland	swBC
R01-NI-CX-05	R01-NI-CX	R01	R01-NI	VanIsland	swBC
R01-NI-CX-06	R01-NI-CX	R01	R01-NI	VanIsland	swBC
R01-NI-CX-07	R01-NI-CX	R01	R01-NI	VanIsland	swBC
R01-NI-CX-08	R01-NI-CX	R01	R01-NI	VanIsland	swBC
R01-NI-CX-09	R01-NI-CX	R01	R01-NI	VanIsland	swBC
R01-NI-CX-10	R01-NI-CX	R01	R01-NI	VanIsland	swBC
R01-NI-CX-11	R01-NI-CX	R01	R01-NI	VanIsland	swBC
R01-NI-CX-12	R01-NI-CX	R01	R01-NI	VanIsland	swBC
R01-NI-CX-13	R01-NI-CX	R01	R01-NI	VanIsland	swBC
R01-NI-CX-14	R01-NI-CX	R01	R01-NI	VanIsland	swBC
R01-NI-CX-15	R01-NI-CX	R01	R01-NI	VanIsland	swBC
R01-NI-CX-16	R01-NI-CX	R01	R01-NI	VanIsland	swBC
R01-NI-CX-17	R01-NI-CX	R01	R01-NI	VanIsland	swBC
R01-NI-CX-18	R01-NI-CX	R01	R01-NI	VanIsland	swBC
R01-NI-CX-19	R01-NI-CX	R01	R01-NI	VanIsland	swBC
R01-NI-CX-20	R01-NI-CX	R01	R01-NI	VanIsland	swBC
R01-NI-CX-21	R01-NI-CX	R01	R01-NI	VanIsland	swBC
R01-NI-CX-22	R01-NI-CX	R01	R01-NI	VanIsland	swBC
R01-NI-CX-23	R01-NI-CX	R01	R01-NI	VanIsland	swBC
R01-NI-CX-24	R01-NI-CX	R01	R01-NI	VanIsland	swBC
R01-NI-CX-25	R01-NI-CX	R01	R01-NI	VanIsland	swBC
R01-NI-CX-26	R01-NI-CX	R01	R01-NI	VanIsland	swBC
R01-NI-CX-27	R01-NI-CX	R01	R01-NI	VanIsland	swBC
R01-NI-CX-28	R01-NI-CX	R01	R01-NI	VanIsland	swBC
R01-NI-CX-29	R01-NI-CX	R01	R01-NI	VanIsland	swBC
R01-NI-CX-30	R01-NI-CX	R01	R01-NI	VanIsland	swBC
R01-NI-OC-01	R01-NI-OC	R01	R01-NI	VanIsland	swBC
R01-NI-OC-02	R01-NI-OC	R01	R01-NI	VanIsland	swBC
R01-NI-OC-03	R01-NI-OC	R01	R01-NI	VanIsland	swBC
R01-NI-OC-04	R01-NI-OC	R01	R01-NI	VanIsland	swBC
R01-NI-OC-05	R01-NI-OC	R01	R01-NI	VanIsland	swBC
R01-NI-OC-06	R01-NI-OC	R01	R01-NI	VanIsland	swBC
R01-NI-OC-07	R01-NI-OC	R01	R01-NI	VanIsland	swBC
R01-NI-OC-08	R01-NI-OC	R01	R01-NI	VanIsland	swBC
R01-NI-OC-09	R01-NI-OC	R01	R01-NI	VanIsland	swBC
R01-NI-OC-10	R01-NI-OC	R01	R01-NI	VanIsland	swBC
R01-NI-OC-11	R01-NI-OC	R01	R01-NI	VanIsland	swBC
R01-NI-OC-12	R01-NI-OC	R01	R01-NI	VanIsland	swBC
R01-NI-OC-13	R01-NI-OC	R01	R01-NI	VanIsland	swBC
R01-NI-OC-14	R01-NI-OC	R01	R01-NI	VanIsland	swBC
R01-NI-OC-15	R01-NI-OC	R01	R01-NI	VanIsland	swBC
R01-NI-OC-16	R01-NI-OC	R01	R01-NI	VanIsland	swBC
R01-NI-OC-17	R01-NI-OC	R01	R01-NI	VanIsland	swBC
R01-NI-OC-18	R01-NI-OC	R01	R01-NI	VanIsland	swBC
R01-NI-OC-19	R01-NI-OC	R01	R01-NI	VanIsland	swBC
R01-NI-OC-20	R01-NI-OC	R01	R01-NI	VanIsland	swBC
R01-NI-OC-21	R01-NI-OC	R01	R01-NI	VanIsland	swBC
R01-NI-OC-22	R01-NI-OC	R01	R01-NI	VanIsland	swBC
R01-NI-OC-23	R01-NI-OC	R01	R01-NI	VanIsland	swBC
R01-NI-OC-24	R01-NI-OC	R01	R01-NI	VanIsland	swBC
R01-NI-OC-25	R01-NI-OC	R01	R01-NI	VanIsland	swBC
R01-NI-OC-26	R01-NI-OC	R01	R01-NI	VanIsland	swBC
R01-NI-OC-27	R01-NI-OC	R01	R01-NI	VanIsland	swBC
R01-NI-OC-28	R01-NI-OC	R01	R01-NI	VanIsland	swBC
R01-NI-OC-29	R01-NI-OC	R01	R01-NI	VanIsland	swBC
R01-NI-OC-30	R01-NI-OC	R01	R01-NI	VanIsland	swBC
R01-SI-CA-01	R01-SI-CA	R01	R01-SI	VanIsland	swBC
R01-SI-CA-02	R01-SI-CA	R01	R01-SI	VanIsland	swBC
R01-SI-CA-03	R01-SI-CA	R01	R01-SI	VanIsland	swBC
R01-SI-CA-04	R01-SI-CA	R01	R01-SI	VanIsland	swBC
R01-SI-CA-05	R01-SI-CA	R01	R01-SI	VanIsland	swBC
R01-SI-CA-06	R01-SI-CA	R01	R01-SI	VanIsland	swBC
R01-SI-CA-07	R01-SI-CA	R01	R01-SI	VanIsland	swBC
R01-SI-CA-08	R01-SI-CA	R01	R01-SI	VanIsland	swBC
R01-SI-CA-09	R01-SI-CA	R01	R01-SI	VanIsland	swBC
R01-SI-CA-10	R01-SI-CA	R01	R01-SI	VanIsland	swBC
R01-SI-CA-11	R01-SI-CA	R01	R01-SI	VanIsland	swBC
R01-SI-CA-12	R01-SI-CA	R01	R01-SI	VanIsland	swBC
R01-SI-CA-13	R01-SI-CA	R01	R01-SI	VanIsland	swBC
R01-SI-CA-14	R01-SI-CA	R01	R01-SI	VanIsland	swBC
R01-SI-CA-15	R01-SI-CA	R01	R01-SI	VanIsland	swBC
R01-SI-CA-16	R01-SI-CA	R01	R01-SI	VanIsland	swBC
R01-SI-CA-17	R01-SI-CA	R01	R01-SI	VanIsland	swBC
R01-SI-CA-18	R01-SI-CA	R01	R01-SI	VanIsland	swBC
R01-SI-CA-19	R01-SI-CA	R01	R01-SI	VanIsland	swBC
R01-SI-CA-20	R01-SI-CA	R01	R01-SI	VanIsland	swBC
R01-SI-CA-21	R01-SI-CA	R01	R01-SI	VanIsland	swBC
R01-SI-CA-22	R01-SI-CA	R01	R01-SI	VanIsland	swBC
R01-SI-CA-23	R01-SI-CA	R01	R01-SI	VanIsland	swBC
R01-SI-CA-24	R01-SI-CA	R01	R01-SI	VanIsland	swBC
R01-SI-CA-25	R01-SI-CA	R01	R01-SI	VanIsland	swBC
R01-SI-CA-26	R01-SI-CA	R01	R01-SI	VanIsland	swBC
R01-SI-CA-27	R01-SI-CA	R01	R01-SI	VanIsland	swBC
R01-SI-CA-28	R01-SI-CA	R01	R01-SI	VanIsland	swBC
R01-SI-CA-29	R01-SI-CA	R01	R01-SI	VanIsland	swBC
R01-SI-CA-30	R01-SI-CA	R01	R01-SI	VanIsland	swBC
R01-SI-DB-01	R01-SI-DB	R01	R01-SI	VanIsland	swBC
R01-SI-DB-02	R01-SI-DB	R01	R01-SI	VanIsland	swBC
R01-SI-DB-03	R01-SI-DB	R01	R01-SI	VanIsland	swBC
R01-SI-DB-04	R01-SI-DB	R01	R01-SI	VanIsland	swBC
R01-SI-DB-05	R01-SI-DB	R01	R01-SI	VanIsland	swBC
R01-SI-DB-06	R01-SI-DB	R01	R01-SI	VanIsland	swBC
R01-SI-DB-07	R01-SI-DB	R01	R01-SI	VanIsland	swBC
R01-SI-DB-08	R01-SI-DB	R01	R01-SI	VanIsland	swBC
R01-SI-DB-09	R01-SI-DB	R01	R01-SI	VanIsland	swBC
R01-SI-DB-10	R01-SI-DB	R01	R01-SI	VanIsland	swBC
R01-SI-DB-11	R01-SI-DB	R01	R01-SI	VanIsland	swBC
R01-SI-DB-12	R01-SI-DB	R01	R01-SI	VanIsland	swBC
R01-SI-DB-13	R01-SI-DB	R01	R01-SI	VanIsland	swBC
R01-SI-DB-14	R01-SI-DB	R01	R01-SI	VanIsland	swBC
R01-SI-DB-15	R01-SI-DB	R01	R01-SI	VanIsland	swBC
R01-SI-DB-16	R01-SI-DB	R01	R01-SI	VanIsland	swBC
R01-SI-DB-17	R01-SI-DB	R01	R01-SI	VanIsland	swBC
R01-SI-DB-18	R01-SI-DB	R01	R01-SI	VanIsland	swBC
R01-SI-DB-19	R01-SI-DB	R01	R01-SI	VanIsland	swBC
R01-SI-DB-20	R01-SI-DB	R01	R01-SI	VanIsland	swBC
R01-SI-DB-21	R01-SI-DB	R01	R01-SI	VanIsland	swBC
R01-SI-DB-22	R01-SI-DB	R01	R01-SI	VanIsland	swBC
R01-SI-DB-23	R01-SI-DB	R01	R01-SI	VanIsland	swBC
R01-SI-DB-24	R01-SI-DB	R01	R01-SI	VanIsland	swBC
R01-SI-DB-25	R01-SI-DB	R01	R01-SI	VanIsland	swBC
R01-SI-DB-26	R01-SI-DB	R01	R01-SI	VanIsland	swBC
R01-SI-DB-27	R01-SI-DB	R01	R01-SI	VanIsland	swBC
R01-SI-DB-28	R01-SI-DB	R01	R01-SI	VanIsland	swBC
R01-SI-DB-29	R01-SI-DB	R01	R01-SI	VanIsland	swBC
R01-SI-DB-30	R01-SI-DB	R01	R01-SI	VanIsland	swBC
R01-SI-FR-01	R01-SI-FR	R01	R01-SI	VanIsland	swBC
R01-SI-FR-02	R01-SI-FR	R01	R01-SI	VanIsland	swBC
R01-SI-FR-03	R01-SI-FR	R01	R01-SI	VanIsland	swBC
R01-SI-FR-04	R01-SI-FR	R01	R01-SI	VanIsland	swBC
R01-SI-FR-05	R01-SI-FR	R01	R01-SI	VanIsland	swBC
R01-SI-FR-06	R01-SI-FR	R01	R01-SI	VanIsland	swBC
R01-SI-FR-07	R01-SI-FR	R01	R01-SI	VanIsland	swBC
R01-SI-FR-08	R01-SI-FR	R01	R01-SI	VanIsland	swBC
R01-SI-FR-09	R01-SI-FR	R01	R01-SI	VanIsland	swBC
R01-SI-FR-10	R01-SI-FR	R01	R01-SI	VanIsland	swBC
R01-SI-FR-11	R01-SI-FR	R01	R01-SI	VanIsland	swBC
R01-SI-FR-12	R01-SI-FR	R01	R01-SI	VanIsland	swBC
R01-SI-FR-13	R01-SI-FR	R01	R01-SI	VanIsland	swBC
R01-SI-FR-14	R01-SI-FR	R01	R01-SI	VanIsland	swBC
R01-SI-FR-15	R01-SI-FR	R01	R01-SI	VanIsland	swBC
R01-SI-FR-16	R01-SI-FR	R01	R01-SI	VanIsland	swBC
R01-SI-FR-17	R01-SI-FR	R01	R01-SI	VanIsland	swBC
R01-SI-FR-18	R01-SI-FR	R01	R01-SI	VanIsland	swBC
R01-SI-FR-19	R01-SI-FR	R01	R01-SI	VanIsland	swBC
R01-SI-FR-20	R01-SI-FR	R01	R01-SI	VanIsland	swBC
R01-SI-FR-21	R01-SI-FR	R01	R01-SI	VanIsland	swBC
R01-SI-FR-22	R01-SI-FR	R01	R01-SI	VanIsland	swBC
R01-SI-FR-23	R01-SI-FR	R01	R01-SI	VanIsland	swBC
R01-SI-FR-24	R01-SI-FR	R01	R01-SI	VanIsland	swBC
R01-SI-FR-25	R01-SI-FR	R01	R01-SI	VanIsland	swBC
R01-SI-FR-26	R01-SI-FR	R01	R01-SI	VanIsland	swBC
R01-SI-FR-27	R01-SI-FR	R01	R01-SI	VanIsland	swBC
R01-SI-FR-28	R01-SI-FR	R01	R01-SI	VanIsland	swBC
R01-SI-FR-29	R01-SI-FR	R01	R01-SI	VanIsland	swBC
R01-SI-FR-30	R01-SI-FR	R01	R01-SI	VanIsland	swBC
R01-SI-GL-01	R01-SI-GL	R01	R01-SI	VanIsland	swBC
R01-SI-GL-02	R01-SI-GL	R01	R01-SI	VanIsland	swBC
R01-SI-GL-03	R01-SI-GL	R01	R01-SI	VanIsland	swBC
R01-SI-GL-04	R01-SI-GL	R01	R01-SI	VanIsland	swBC
R01-SI-GL-05	R01-SI-GL	R01	R01-SI	VanIsland	swBC
R01-SI-GL-06	R01-SI-GL	R01	R01-SI	VanIsland	swBC
R01-SI-GL-07	R01-SI-GL	R01	R01-SI	VanIsland	swBC
R01-SI-GL-08	R01-SI-GL	R01	R01-SI	VanIsland	swBC
R01-SI-GL-09	R01-SI-GL	R01	R01-SI	VanIsland	swBC
R01-SI-GL-10	R01-SI-GL	R01	R01-SI	VanIsland	swBC
R01-SI-GL-11	R01-SI-GL	R01	R01-SI	VanIsland	swBC
R01-SI-GL-12	R01-SI-GL	R01	R01-SI	VanIsland	swBC
R01-SI-GL-13	R01-SI-GL	R01	R01-SI	VanIsland	swBC
R01-SI-GL-14	R01-SI-GL	R01	R01-SI	VanIsland	swBC
R01-SI-GL-15	R01-SI-GL	R01	R01-SI	VanIsland	swBC
R01-SI-GL-16	R01-SI-GL	R01	R01-SI	VanIsland	swBC
R01-SI-GL-17	R01-SI-GL	R01	R01-SI	VanIsland	swBC
R01-SI-GL-18	R01-SI-GL	R01	R01-SI	VanIsland	swBC
R01-SI-GL-19	R01-SI-GL	R01	R01-SI	VanIsland	swBC
R01-SI-GL-20	R01-SI-GL	R01	R01-SI	VanIsland	swBC
R01-SI-GL-21	R01-SI-GL	R01	R01-SI	VanIsland	swBC
R01-SI-GL-22	R01-SI-GL	R01	R01-SI	VanIsland	swBC
R01-SI-GL-23	R01-SI-GL	R01	R01-SI	VanIsland	swBC
R01-SI-GL-24	R01-SI-GL	R01	R01-SI	VanIsland	swBC
R01-SI-GL-25	R01-SI-GL	R01	R01-SI	VanIsland	swBC
R01-SI-GL-26	R01-SI-GL	R01	R01-SI	VanIsland	swBC
R01-SI-GL-27	R01-SI-GL	R01	R01-SI	VanIsland	swBC
R01-SI-GL-28	R01-SI-GL	R01	R01-SI	VanIsland	swBC
R01-SI-GL-29	R01-SI-GL	R01	R01-SI	VanIsland	swBC
R01-SI-GL-30	R01-SI-GL	R01	R01-SI	VanIsland	swBC
R01-SI-HR-01	R01-SI-HR	R01	R01-SI	VanIsland	swBC
R01-SI-HR-02	R01-SI-HR	R01	R01-SI	VanIsland	swBC
R01-SI-HR-03	R01-SI-HR	R01	R01-SI	VanIsland	swBC
R01-SI-HR-04	R01-SI-HR	R01	R01-SI	VanIsland	swBC
R01-SI-HR-05	R01-SI-HR	R01	R01-SI	VanIsland	swBC
R01-SI-HR-06	R01-SI-HR	R01	R01-SI	VanIsland	swBC
R01-SI-HR-07	R01-SI-HR	R01	R01-SI	VanIsland	swBC
R01-SI-HR-08	R01-SI-HR	R01	R01-SI	VanIsland	swBC
R01-SI-HR-09	R01-SI-HR	R01	R01-SI	VanIsland	swBC
R01-SI-HR-10	R01-SI-HR	R01	R01-SI	VanIsland	swBC
R01-SI-HR-11	R01-SI-HR	R01	R01-SI	VanIsland	swBC
R01-SI-HR-12	R01-SI-HR	R01	R01-SI	VanIsland	swBC
R01-SI-HR-13	R01-SI-HR	R01	R01-SI	VanIsland	swBC
R01-SI-HR-14	R01-SI-HR	R01	R01-SI	VanIsland	swBC
R01-SI-HR-15	R01-SI-HR	R01	R01-SI	VanIsland	swBC
R01-SI-HR-16	R01-SI-HR	R01	R01-SI	VanIsland	swBC
R01-SI-HR-17	R01-SI-HR	R01	R01-SI	VanIsland	swBC
R01-SI-HR-18	R01-SI-HR	R01	R01-SI	VanIsland	swBC
R01-SI-HR-19	R01-SI-HR	R01	R01-SI	VanIsland	swBC
R01-SI-HR-20	R01-SI-HR	R01	R01-SI	VanIsland	swBC
R01-SI-HR-21	R01-SI-HR	R01	R01-SI	VanIsland	swBC
R01-SI-HR-22	R01-SI-HR	R01	R01-SI	VanIsland	swBC
R01-SI-HR-23	R01-SI-HR	R01	R01-SI	VanIsland	swBC
R01-SI-HR-24	R01-SI-HR	R01	R01-SI	VanIsland	swBC
R01-SI-HR-25	R01-SI-HR	R01	R01-SI	VanIsland	swBC
R01-SI-HR-26	R01-SI-HR	R01	R01-SI	VanIsland	swBC
R01-SI-HR-27	R01-SI-HR	R01	R01-SI	VanIsland	swBC
R01-SI-HR-28	R01-SI-HR	R01	R01-SI	VanIsland	swBC
R01-SI-HR-29	R01-SI-HR	R01	R01-SI	VanIsland	swBC
R01-SI-HR-30	R01-SI-HR	R01	R01-SI	VanIsland	swBC
R01-SI-KE-01	R01-SI-KE	R01	R01-SI	VanIsland	swBC
R01-SI-KE-02	R01-SI-KE	R01	R01-SI	VanIsland	swBC
R01-SI-KE-03	R01-SI-KE	R01	R01-SI	VanIsland	swBC
R01-SI-KE-04	R01-SI-KE	R01	R01-SI	VanIsland	swBC
R01-SI-KE-05	R01-SI-KE	R01	R01-SI	VanIsland	swBC
R01-SI-KE-06	R01-SI-KE	R01	R01-SI	VanIsland	swBC
R01-SI-KE-07	R01-SI-KE	R01	R01-SI	VanIsland	swBC
R01-SI-KE-08	R01-SI-KE	R01	R01-SI	VanIsland	swBC
R01-SI-KE-09	R01-SI-KE	R01	R01-SI	VanIsland	swBC
R01-SI-KE-10	R01-SI-KE	R01	R01-SI	VanIsland	swBC
R01-SI-KE-11	R01-SI-KE	R01	R01-SI	VanIsland	swBC
R01-SI-KE-12	R01-SI-KE	R01	R01-SI	VanIsland	swBC
R01-SI-KE-13	R01-SI-KE	R01	R01-SI	VanIsland	swBC
R01-SI-KE-14	R01-SI-KE	R01	R01-SI	VanIsland	swBC
R01-SI-KE-15	R01-SI-KE	R01	R01-SI	VanIsland	swBC
R01-SI-KE-16	R01-SI-KE	R01	R01-SI	VanIsland	swBC
R01-SI-KE-17	R01-SI-KE	R01	R01-SI	VanIsland	swBC
R01-SI-KE-18	R01-SI-KE	R01	R01-SI	VanIsland	swBC
R01-SI-KE-19	R01-SI-KE	R01	R01-SI	VanIsland	swBC
R01-SI-KE-20	R01-SI-KE	R01	R01-SI	VanIsland	swBC
R01-SI-KE-21	R01-SI-KE	R01	R01-SI	VanIsland	swBC
R01-SI-KE-22	R01-SI-KE	R01	R01-SI	VanIsland	swBC
R01-SI-KE-23	R01-SI-KE	R01	R01-SI	VanIsland	swBC
R01-SI-KE-24	R01-SI-KE	R01	R01-SI	VanIsland	swBC
R01-SI-KE-25	R01-SI-KE	R01	R01-SI	VanIsland	swBC
R01-SI-KE-26	R01-SI-KE	R01	R01-SI	VanIsland	swBC
R01-SI-KE-27	R01-SI-KE	R01	R01-SI	VanIsland	swBC
R01-SI-KE-28	R01-SI-KE	R01	R01-SI	VanIsland	swBC
R01-SI-KE-29	R01-SI-KE	R01	R01-SI	VanIsland	swBC
R01-SI-KE-30	R01-SI-KE	R01	R01-SI	VanIsland	swBC
R01-SI-LC-01	R01-SI-LC	R01	R01-SI	VanIsland	swBC
R01-SI-LC-02	R01-SI-LC	R01	R01-SI	VanIsland	swBC
R01-SI-LC-03	R01-SI-LC	R01	R01-SI	VanIsland	swBC
R01-SI-LC-04	R01-SI-LC	R01	R01-SI	VanIsland	swBC
R01-SI-LC-05	R01-SI-LC	R01	R01-SI	VanIsland	swBC
R01-SI-LC-06	R01-SI-LC	R01	R01-SI	VanIsland	swBC
R01-SI-LC-07	R01-SI-LC	R01	R01-SI	VanIsland	swBC
R01-SI-LC-08	R01-SI-LC	R01	R01-SI	VanIsland	swBC
R01-SI-LC-09	R01-SI-LC	R01	R01-SI	VanIsland	swBC
R01-SI-LC-10	R01-SI-LC	R01	R01-SI	VanIsland	swBC
R01-SI-LC-11	R01-SI-LC	R01	R01-SI	VanIsland	swBC
R01-SI-LC-12	R01-SI-LC	R01	R01-SI	VanIsland	swBC
R01-SI-LC-13	R01-SI-LC	R01	R01-SI	VanIsland	swBC
R01-SI-LC-14	R01-SI-LC	R01	R01-SI	VanIsland	swBC
R01-SI-LC-15	R01-SI-LC	R01	R01-SI	VanIsland	swBC
R01-SI-LC-16	R01-SI-LC	R01	R01-SI	VanIsland	swBC
R01-SI-LC-17	R01-SI-LC	R01	R01-SI	VanIsland	swBC
R01-SI-LC-18	R01-SI-LC	R01	R01-SI	VanIsland	swBC
R01-SI-LC-19	R01-SI-LC	R01	R01-SI	VanIsland	swBC
R01-SI-LC-20	R01-SI-LC	R01	R01-SI	VanIsland	swBC
R01-SI-LC-21	R01-SI-LC	R01	R01-SI	VanIsland	swBC
R01-SI-LC-22	R01-SI-LC	R01	R01-SI	VanIsland	swBC
R01-SI-LC-23	R01-SI-LC	R01	R01-SI	VanIsland	swBC
R01-SI-LC-24	R01-SI-LC	R01	R01-SI	VanIsland	swBC
R01-SI-LC-25	R01-SI-LC	R01	R01-SI	VanIsland	swBC
R01-SI-LC-26	R01-SI-LC	R01	R01-SI	VanIsland	swBC
R01-SI-LC-27	R01-SI-LC	R01	R01-SI	VanIsland	swBC
R01-SI-LC-28	R01-SI-LC	R01	R01-SI	VanIsland	swBC
R01-SI-LC-29	R01-SI-LC	R01	R01-SI	VanIsland	swBC
R01-SI-LC-30	R01-SI-LC	R01	R01-SI	VanIsland	swBC
R01-SI-LL-01	R01-SI-LL	R01	R01-SI	VanIsland	swBC
R01-SI-LL-02	R01-SI-LL	R01	R01-SI	VanIsland	swBC
R01-SI-LL-03	R01-SI-LL	R01	R01-SI	VanIsland	swBC
R01-SI-LL-04	R01-SI-LL	R01	R01-SI	VanIsland	swBC
R01-SI-LL-05	R01-SI-LL	R01	R01-SI	VanIsland	swBC
R01-SI-LL-06	R01-SI-LL	R01	R01-SI	VanIsland	swBC
R01-SI-LL-07	R01-SI-LL	R01	R01-SI	VanIsland	swBC
R01-SI-LL-08	R01-SI-LL	R01	R01-SI	VanIsland	swBC
R01-SI-LL-09	R01-SI-LL	R01	R01-SI	VanIsland	swBC
R01-SI-LL-10	R01-SI-LL	R01	R01-SI	VanIsland	swBC
R01-SI-LL-11	R01-SI-LL	R01	R01-SI	VanIsland	swBC
R01-SI-LL-12	R01-SI-LL	R01	R01-SI	VanIsland	swBC
R01-SI-LL-13	R01-SI-LL	R01	R01-SI	VanIsland	swBC
R01-SI-LL-14	R01-SI-LL	R01	R01-SI	VanIsland	swBC
R01-SI-LL-15	R01-SI-LL	R01	R01-SI	VanIsland	swBC
R01-SI-LL-16	R01-SI-LL	R01	R01-SI	VanIsland	swBC
R01-SI-LL-17	R01-SI-LL	R01	R01-SI	VanIsland	swBC
R01-SI-LL-18	R01-SI-LL	R01	R01-SI	VanIsland	swBC
R01-SI-LL-19	R01-SI-LL	R01	R01-SI	VanIsland	swBC
R01-SI-LL-20	R01-SI-LL	R01	R01-SI	VanIsland	swBC
R01-SI-LL-21	R01-SI-LL	R01	R01-SI	VanIsland	swBC
R01-SI-LL-22	R01-SI-LL	R01	R01-SI	VanIsland	swBC
R01-SI-LL-23	R01-SI-LL	R01	R01-SI	VanIsland	swBC
R01-SI-LL-24	R01-SI-LL	R01	R01-SI	VanIsland	swBC
R01-SI-LL-25	R01-SI-LL	R01	R01-SI	VanIsland	swBC
R01-SI-LL-26	R01-SI-LL	R01	R01-SI	VanIsland	swBC
R01-SI-LL-27	R01-SI-LL	R01	R01-SI	VanIsland	swBC
R01-SI-LL-28	R01-SI-LL	R01	R01-SI	VanIsland	swBC
